name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
S2O New York 2025,https://www.musicfestivalwizard.com/festivals/s2o-new-york-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/04/S2O-New-York-2025-Lineup-Poster.jpg,2025-07-25,2025-07-26,"Pulse Events produces American concerts dedicated to blending electronic music and traditional Asian culture (Spring Festival: Lunar New Year Celebration 2023). Their mission is to represent Asian Americans within the global dance music community, producing events that foster cultural exchange and educate attendees about Asian culture. ",,The Brooklyn Mirage,New York,New York,7,NY
Timber! 2025,https://www.musicfestivalwizard.com/festivals/timber-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/07/Timber-Logo.jpg,2025-07-24,2025-07-26,Timber! is an Indigenous owned music festival that takes place in a densely forested 574-acre park situated at the confluence of two rivers. ,,Tolt-MacDonald Park,Carnation,Washington,7,WA
Afro Jam 2025,https://www.musicfestivalwizard.com/festivals/afro-jam-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/04/Afro-Jam-2025-Lineup-Poster.avif,2025-07-17,2025-07-27,,,Suntory Arena,Okinawa, Osaka,7,
Big Dub Festival 2025,https://www.musicfestivalwizard.com/festivals/big-dub-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/02/Big_Dub_Logo.jpg,2025-07-22,2025-07-27,"'Big Dub is much more than just a music festival; Big Dub is an interactive community that strives towards strengthening not only interpersonal bonds but also giving people the tools to achieve balance and wholeness in their everyday lives. Big Dub relies heavily on the vibes & nature of its community embracing core values like radical self-expression, gifting, and participation.'",,Four Quarters Farm,Artemas,Pennsylvania,7,PA
Calgary Folk Music Festival 2025,https://www.musicfestivalwizard.com/festivals/calgary-folk-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/09/Calgary_Folk_Music_Festival_Logo.jpg,2025-07-24,2025-07-27,"The Calgary Folk Music Festival, founded in 1980, is a four-day family-friendly cultural and musical extravaganza. Some 70 artists from Alberta, Canada, and the world, perform on six daytime and two evening stages in concerts and sessions.  Held at Calgary's bucolic Prince’s Island Park since its inception, it’s one of Canada’s flagship festivals. ",,Prince's Island Park,Calgary,Alberta,7,AB
Camp Bestival Dorset 2025,https://www.musicfestivalwizard.com/festivals/camp-bestival-dorset-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/12/Camp_Bestival_Logo.jpg,2025-07-24,2025-07-27,"It's summer camp for both kids and adults when the legendary Bestival delivers their unique spin on the family-friendly festival. The multi-award winning Camp Bestival combines an all-encompassing family festival experience with an action packed camping holiday; something that they like to call a Festi-Holiday. Set on the majestic grounds of Lulworth Castle on Dorset’s dramatic Jurassic coastline, Camp Bestival is jam-packed with entertainment. ",,Lulworth Castle,Dorset,United Kingdom,7,UK
Campo Sancho 2025,https://www.musicfestivalwizard.com/festivals/campo-sancho-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/12/Campo-Sancho-Editorial.jpg,2025-07-24,2025-07-27,"Sancho Panza was born in the underground in 1992. Building on a rich history that spans legendary early 90’s warehouse parties and a 20-year reign as the largest and most beloved house music sound system at Notting Hill Carnival, today it finds new life as Campo Sancho, a boutique festival haven for its loyal following of discerning music heads and their families. Through Campo Sancho, Sancho Panza continues to champion its signature DIY ethos and unwavering dedication to delivering truly unique, intimate and magical dancefloor experiences.",,Walkern Hall,Stevenage,United Kingdom,7,UK
Cheyenne Frontier Days 2025,https://www.musicfestivalwizard.com/festivals/cheyenne-frontier-days-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/07/Cheyenne-Frontier-Days-Logo.webp,2025-07-18,2025-07-27,This festival has been kicking up dust since 1897 with the world's largest outdoor rodeo & western celebration. ,,Cheyenne Frontier Days Arena,Cheyenne,Wyoming,7,WY
Das Fest 2025,https://www.musicfestivalwizard.com/festivals/das-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/02/Das_Fest_Logo.jpg,2025-07-24,2025-07-27,"Known in Germany as simply The Festival, this event has been taking place annually since 1985. With free camping and an admission price under $20, this is one of Europe's top budget festivals. ",,Günther-Klotz-Anlage,Karlsruhe, Germany,8,
Floydfest 2025,https://www.musicfestivalwizard.com/festivals/floydfest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/11/Floydfest_Logo.jpg,2025-07-23,2025-07-27,The homegrown Floydfest has only one modest aim: 'Our mission is to the be the best music experience of our time.' The lofty promise is generating results as each year the lineup gets deeper and the names get bigger. The famous Blue Ridge Parkway serves as your living room for the weekend.,,Blue Ridge Mountains,Floyd,Virginia,8,VA
Forest Fest 2025,https://www.musicfestivalwizard.com/festivals/forest-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Forest-Fest-2025-Lineup-Poster.jpg,2025-07-25,2025-07-27,"Forest Fest is known for it's summertime party atmosphere with well known headliners, Family Entertainment, Circus and Street Theatre, Award-winning street food, drumming workshops, maker area, craft beers, cocktail bar, and more! ",,Emo Village,Laois, Ireland,8,
Fuji Rock Festival 2025,https://www.musicfestivalwizard.com/festivals/fuji-rock-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/02/Fuji_Rock_Fest_2016_Logo-e1455395115366.jpg,2025-07-25,2025-07-27,"Over 100,000 fans show up at Naeba Ski Resort for the annual Fuji Rock Festival. The three-day event, the largest outdoor music event in Japan, brings in 200+ artists from around the world and shows them off across seven main stages. ",,Naeba Ski Resort,Niigata, Japan,8,
Great South Bay Music Festival 2025,https://www.musicfestivalwizard.com/festivals/great-south-bay-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/04/South_Bay_Logo.jpg,2025-07-24,2025-07-27,"Taking place on New York’s Long Island, Great South Bay Music Festival combines a love for jambands and pirates at waterfront Shorefront Park. Over a three-day weekend, the festival features performances by jazz, rock, country and funk artists. Great South Bay Music Festival also holds the title as Long Island’s longest running music and arts festival. ",,Shorefront Park,Patchogue,New York,8,NY
Hills of Rock 2025,https://www.musicfestivalwizard.com/festivals/hills-of-rock-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2020/01/Hills-of-Rock-Hero.jpg,2025-07-25,2025-07-27,"Known as The City of Seven Hills, the charming Bulgarian city of Plovdiv hosts this heavy metal concert at the end of every July. So crack open a bottle of homemade rakia and head to the Hills of Rock for one of Bulgaria's largest music festivals. ",,Rowing Canal,Plovdiv, Bulgaria,8,
Junction 2 Festival 2025,https://www.musicfestivalwizard.com/festivals/junction-2-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/12/Junction_2_Festival_Logo.jpg,2025-07-25,2025-07-27,"This London techno festival is held at Boston Manor Park for three days of beats from the genre's top artists. Junction 2 merges the natural beauty of green fields and woodland pathways with striking industrial features that make the site iconic. With a promise of great sound and obsessive attention to detail along with a no VIP policy, this festival continues its fantastic journey. ",,Boston Manor Park,London,United Kingdom,8,UK
K-Days 2025,https://www.musicfestivalwizard.com/festivals/k-days-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/05/K-Days-2025-Lineup-Poster.jpg,2025-07-18,2025-07-27,,,Edmonton EXPO Centre & Exhibition Grounds,Edmonton, Alberta,8,
Latitude Festival 2025,https://www.musicfestivalwizard.com/festivals/latitude-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2009/03/latitude_w-e1474109537644.jpg,2025-07-24,2025-07-27,"The pioneering Latitude festival is of the UK's favorite mega-festivals. The world class lineup is mixed with comedy, literature, poetry, and theater -- all set in the fairytale setting of Henham Park in the Suffolk countryside. One of the highlights of the festival season, Latitude is sure to have something for everyone. ",,Henham Park,Suffolk,United Kingdom,8,UK
Liquicity Festival 2025,https://www.musicfestivalwizard.com/festivals/liquicity-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Liquicity_Festival_Logo.jpg,2025-07-25,2025-07-27,"There's drum and there's bass and there's the Dutch Liquicity Festival. Head north from Amsterdam to find huge beats spread across three stages at Geestmerambacht Park. Amusement parks, hot tubs, and volleyball courts are just some of the non-music perks of this wild weekender. ",,Geestmerambacht Parkland,Oudkarspel, Netherlands,8,
Low Festival 2025,https://www.musicfestivalwizard.com/festivals/low-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/02/low_festival_logo.jpg,2025-07-25,2025-07-27,"With a recorded 300 sunny a years, you better believe that Benidorm in Spain is more than ready to host this jam packed fest. The annual Low Festival boasts 100% sustainability, proximity to golden beaches, and a killer soundtrack of international bands. There's even an Olympic sized pool at the venue for VIPs (along with unlimited beer).  ",, Estadio Municipal Guillermo Amor,Benidorm, Spain,8,
Moondance Festival 2025,https://www.musicfestivalwizard.com/festivals/moondance-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Moondance_Festival_Logo.png,2025-07-25,2025-07-27,"Moondance Festival 2024 for its 11th edition expands to 5 events in 2 days: two main nights, boat party and MEETUP! panel. In addition to the two main evenings in the beautiful ambience of the medieval Kamerlengo castle, the program  will also take place on the sea and the beach with 11 international, regional and local performers. This edition of the award-winning festival will present the best of underground techno, combining the best of classic and modern.",,Kamerlengo Fortress,Trogir, Croatia,8,
Newport Folk Festival 2025,https://www.musicfestivalwizard.com/festivals/newport-folk-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/01/Newport_Folk_Fest_Logo.jpg,2025-07-25,2025-07-27,"The 60-year strong Newport Folk Festival takes place annually in Rhode Island and features a lineup of diverse musicians guided by the spirit of kindred folk tradition. The festival has a historic reputation of artists collaborating together on music playing homage to current social justice initiatives. Quickly selling out each year, the Newport Folk Festival is also known `for revealing surprise artists and collaborations. ",,Fort Adams State Park,Newport,Rhode Island,8,RI
Out of Space 2025,https://www.musicfestivalwizard.com/festivals/out-of-space-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Out-of-Space-2025-Lineup-Poster.jpg,2025-07-24,2025-07-27,Out of Space is a bespoke concert experience bringing big-name musical acts to the shores of Lake Michigan.,,Illinois Science & Technology Park,Skokie,Illinois,8,IL
Paléo Festival 2025,https://www.musicfestivalwizard.com/festivals/paleo-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/12/Paleo_Festival_Logo.png,2025-07-22,2025-07-27,"Paléo is a major musical event in Europe with six days and six nights of music and shows, spread over seven stages. Both a springboard for young talents and a platform for headliners, Paléo has gradually opened up to all musical styles, as well as to circus and street arts. Particular care is therefore taken in welcoming, decorating and choosing food and craft stands.",,‎Plaine de l'Asse,Nyon, Switzerland,8,
Polifonic 2025,https://www.musicfestivalwizard.com/festivals/polifonic-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/03/Polifonic_Logo.jpg,2025-07-23,2025-07-27,It's off to the paradise of Italy's southeastern coast for the cutting-edge electronic sounds of Polifonic. This fairytale boutique festival is one of the dance scene's hidden secrets with idyllic surroundings of olive gardens and beaches. ,,Masseria Capece,Valle D'Itria, Italy,8,
Poole Harbour Festival 2025,https://www.musicfestivalwizard.com/festivals/poole-harbour-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/08/Vito-Valentinetti-2016-Leefest-34.jpg,2025-07-25,2025-07-27,,,Baiter Park,Poole,United Kingdom,8,UK
Project Pabst 2025,https://www.musicfestivalwizard.com/festivals/project-pabst-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/Project_Pabst_2014.jpg,2025-07-26,2025-07-27,The beloved Project Pabst returns to the Portland Waterfront Park for a weekend of music and award winning beer.  ,,Waterfront Park,Portland,Oregon,8,OR
Red Ants Pants Festival 2025,https://www.musicfestivalwizard.com/festivals/red-ants-pants-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/Red_Ants_Pants_Logo.jpg,2025-07-24,2025-07-27,The Red Ants Pants Music Festival. Come connect with good folks and dance your pants off. It's time to celebrate the hard working side of Montana.,,White Sulphur Springs,White Sulphur Springs,Montana,8,MT
Rock Oyster Festival 2025,https://www.musicfestivalwizard.com/festivals/rock-oyster-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Rock-Oyster-Hero.jpg,2025-07-24,2025-07-27,"The Rock Oyster Festival is a three-day voyage of culinary discovery and musical mischief.  The four day-weekend stars incredible talents along with Michelin-starred chefs, alfresco dining, and cooking demonstrations. ",,Dinham House,Wadebridge,United Kingdom,8,UK
Rockygrass Festival 2025,https://www.musicfestivalwizard.com/festivals/rockygrass-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/Rockygrass_Logo.jpg,2025-07-25,2025-07-27,"'RockyGrass is held at the Planet Bluegrass Ranch in Lyons, Colorado - located along the wooded banks of the beautiful St. Vrain River. The historic quarry town of Lyons is just 15 miles north of Boulder in the foothills of the Rocky Mountains. The town is known for its antique stores, restaurants, artists, and musicians.' ",,Planet Bluegrass Ranch,Lyons,Colorado,9,CO
Salmon Arm Roots & Blues 2025,https://www.musicfestivalwizard.com/festivals/salmon-arm-roots-blues-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/03/RootsBlues_Logo.jpg,2025-07-25,2025-07-27,"Get back to nature with this 25+ year old festival located on picturesque Shuswap Lake in British Columbia. The non-profit Roots & Blues Festival features a culturally diverse lineup, artist experiences, and daytime workshops. ",,Salmon Arm Roots & Blues Festival,Salmon Arm,British Columbia,9,BC
Standon Calling 2025,https://www.musicfestivalwizard.com/festivals/standon-calling-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/03/Standon_Calling_Logo.jpg,2025-07-24,2025-07-27,"Each summer, Standon Calling tells a new story, bringing their garden party to life with a themed world that has included monsters, the circus, and legends of the lost sees. Across four fun-filled days, you’ll hear music from the acts you love and the very best in emerging talent. Savor incredible food, dance until the early hours, enjoy an abundance of family activities, lounge by the pool, luxuriate in a hot tub, or relax with a massage. ",,Standon Lordship,Standon,United Kingdom,9,UK
Steelhouse Festival 2025,https://www.musicfestivalwizard.com/festivals/steelhouse-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/09/Steelhouse-Festival-Featured-Image.jpg,2025-07-25,2025-07-27,This 3-day classic rock festival is popular for it's picturesque site and classic rock n roll music since 2011.,,Hafod-y-Dafal Farm,Abertillery,United Kingdom,9,UK
Summer Apex 2025,https://www.musicfestivalwizard.com/festivals/summer-apex-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/06/Summer-Apex-Hero-Pic-Editorial-scaled.jpg,2025-07-25,2025-07-27,"GRIDLIFE presents Summer Apex Music & Motorsports Festival.  A full weekend of Racing, Drifting, Music & Car Culture immersed in the lush forests of one of the greatest race tracks in the world, Road America, The National Park of Speed. Join us this July for the inaugural experience.",,Road America,Elkhart Lake,Wisconsin,9,WI
Summer Sound Festival 2025,https://www.musicfestivalwizard.com/festivals/summer-sound-festival-2025-2/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/11/Summer-Sound-Tribute-Music-Festival-Featured-Image.jpg,2025-07-25,2025-07-27,"Summer Sound music festival brings a full weekend of live entertainment from the UK's best tribute bands and artists. Festival goers will enjoy funfair, fireworks, street entertainers, festival stalls, cocktail bars, street food and more.",,Guisborough Rugby Club,Guisborough,United Kingdom,9,UK
The Big Stomp 2025,https://www.musicfestivalwizard.com/festivals/the-big-stomp-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Big-Stomp-Logo.jpg,2025-07-26,2025-07-27,"The Big Stomp brings two days, three stages, and multiple genres from rock to bluegrass to electronica and beyond to Jones Field nature preserve. Festival fans will enjoy national acts and the best emerging ones too. All proceeds go to The Pete Foundation. ",,Jones Fields Nature Preserve ,Louisville,Kentucky,9,KY
The Great Beyond 2025,https://www.musicfestivalwizard.com/festivals/the-great-beyond-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/02/The-Great-Beyond-FI.png,2025-07-25,2025-07-27,Take your place in The Great Beyond…a 3-day experience dedicated to techno and house music. ,,Minnesota River Valley Sanctuary,Franklin,Minnesota,9,MN
Together Again Festival 2025,https://www.musicfestivalwizard.com/festivals/together-again-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Together-Again-2025-Lineup-Poster-2.jpg,2025-07-25,2025-07-27,,,Bolesworth Castle,Chester,United Kingdom,9,UK
Tomorrowland 2025,https://www.musicfestivalwizard.com/festivals/tomorrowland-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/12/Tomorrowland_Logo1.jpg,2025-07-18,2025-07-27,"One of the top electronic music festivals in the world, Tomorrowland in Belgium should be on the bucket list of every festie. It's known for epic stage production along with its insane fireworks displays, and is one of the few festivals in Europe so popular that they hold two editions over two consecutive weekends.",,De Schorre,Boom, Belgium,9,
Toronto’s Festival Of Beer 2025,https://www.musicfestivalwizard.com/festivals/torontos-festival-of-beer-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/03/Torontos-Festival-of-Beer.png,2025-07-25,2025-07-27,,,Bandshell Park at Exhibition Place,Toronto,Ontario,9,ON
Tramlines 2025,https://www.musicfestivalwizard.com/festivals/tramlines-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/02/Tramlines_Logo.jpg,2025-07-25,2025-07-27,"After ten years, Tramlines moves to a new home in Hillsborough Park outside of Sheffield. The city's biggest and longest running city music festival has welcomed artists like Public Enemy, Basement Jaxx, The Charlatans, The Libertines, Metronomy, Sister Sledge, The Cribs, Parliament-Funkadelic, Katy B, alt-J, the xx, and AlunaGeorge.",,Hillsbourough Park,Sheffield,United Kingdom,9,UK
Truck Festival 2025,https://www.musicfestivalwizard.com/festivals/truck-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/Truck_Festival_Logo.jpg,2025-07-24,2025-07-27,"Formed in 1998 after finding mainstream festivals too commercial, the anti-major Truck Festival finds itself expanding to four days, adding a Thursday schedule to the lineup. The tranquil Hill Farm venue in the pretty Oxfordshire countryside hosts some of the biggest and best emerging artists in the UK across six wonderfully curated stages. ",,Hill Farm,Oxfordshire,United Kingdom,9,UK
Underground Music Showcase (UMS) 2025,https://www.musicfestivalwizard.com/festivals/underground-music-showcase-ums-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/04/UMS_Logo.jpg,2025-07-25,2025-07-27,"'The Underground Music Showcase (The UMS), Denver’s premier indie music festival, is is widely regarded as the best opportunity to explore and   discover the local independent music scene. Known for bringing a compelling mix of local and  national talent, in four glorious, good vibe filled days, The UMS is a non-profit event benefitting the   Denver Post Community Foundation. This year’s festival showcases over 400 local and national   performances, across 4 days, in an eclectic mix of venues.'",,South Broadway,Denver,Colorado,9,CO
Unhinged Festival 2025,https://www.musicfestivalwizard.com/festivals/unhinged-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Unhinged-Fest-2025-Lineup-Poster.jpg,2025-07-26,2025-07-27,"UNHINGED Festival will feature performances from some of the most electrifying artists in heavy music today with hardcore heavyweights and metal titans. UNHINGED will feature two full days of music from more than 25 bands on two stages, with no overlapping set times. ",,National Western Complex,Denver,Colorado,9,CO
Viljandi Folk Music Festival 2025,https://www.musicfestivalwizard.com/festivals/viljandi-folk-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/07/Viljandi-Folk-Music-Festival-Featured-Image.jpg,2025-07-24,2025-07-27,"Viljandi Folk Music Festival is a 4-day folk music celebration that features almost 50 artists every year. Over the years, the festival has become one of the biggest of its kind in the Baltic and Nordic countries with more than 20,000 visits every year. The festival takes place in the most picturesque small town in Estonia – Viljandi. ",,Viljandi Castle Ruins,Viljandi, Estonia,9,
Warped Tour Long Beach 2025,https://www.musicfestivalwizard.com/festivals/warped-tour-long-beach-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2011/05/Warped_Tour_Logo.png,2025-07-26,2025-07-27,"Warped Tour is back! The travelling festival that started it all is hitting the road this summer with stops in Washington DC, Long Beach, and Orlando! ",,Shoreline Waterfront,Long Beach,California,9,CA
WOMAD Festival 2025,https://www.musicfestivalwizard.com/festivals/womad-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/10/Womad-Editorial-2.jpg,2025-07-24,2025-07-27,"For nearly 40 years, WOMAD has been one of the UK's largest global music and culture festivals. 150+ world-class musicians perform on six unique music stages over the long weekend. Explore WOMAD with activities like the physics pavilion, the world of art, and literary speakers. ",,Charlton Park,Malmesbury,United Kingdom,9,UK
Deer Shed Festival 2025,https://www.musicfestivalwizard.com/festivals/deer-shed-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2020/06/1707_DEER_SHED_GENERAL_0309-scaled.jpg,2025-07-25,2025-07-28,"The UK's ultimate family festival, Deer Shed is fun for everyone at Baldersby Park in North Yorkshire. There's plenty here to keep everyone entertained, with a deep lineup of music, science tents full of experiments, plenty of sports activities, and much more festival fun. There are all kinds of camping options including vintage tents, yurts, and tipis if you don't feel like setting up your own site. ",,Baldersby Park,Topcliffe,United Kingdom,9,UK
Home of the Drum 2025,https://www.musicfestivalwizard.com/festivals/home-of-the-drum-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/03/Home-of-the-Drum-Featured-Image.jpg,2025-07-25,2025-07-28,"'An intimate family festival spanning three days and nights, featuring five stages of art, performers, an abundance of live musicians, DJs, theatrical shows, healing group workshops, a kids’ area, and a whole multitude of oddities. Home of the Drum brings together a diverse assembly of ages and backgrounds, as we all revel as one and celebrate the essence of life. '",,Workhouse,Wales,United Kingdom,9,UK
Outlook Festival 2025,https://www.musicfestivalwizard.com/festivals/outlook-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/11/Outlook_Logo.png,2025-07-24,2025-07-28,"Fans of bass will want to head to Outlook Festival in Croatia which is famous for their bass heavy lineups along with boat parties and beachside performances. After ten years in the fort, the party moves to The Garden at Tisno. ",,The Garden Tisno,Tisno, Croatia,10,
Shambhala Music Festival 2025,https://www.musicfestivalwizard.com/festivals/shambhala-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/12/shambhala_Logo_001.jpg,2025-07-25,2025-07-28,"At this point, Canada’s favorite DIY festival lives in a class by itself. Consistently chosen by fans as their favorite festival of the summer, this five day camping marathon features a wide array of music and art set admist the beautiful BC backcountry. It’s not a surprise that Shambhala is leading the way as a transformational festival. ",,Salmo River Ranch,Salmo,British Columbia,10,BC
Festival de Carcassonne 2025,https://www.musicfestivalwizard.com/festivals/festival-de-carcassonne-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2021/12/Carcassone-Festival-Hero.jpg,2025-07-22,2025-07-29,International and national stars converge in the medieval city of Carcassonne for this concert series that takes place over two weeks in July. ,,Théâtre Jean-Deschamps,Carcassonne, France,10,
Les Déferlantes 2025,https://www.musicfestivalwizard.com/festivals/les-deferlantes-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/11/Les_Derflantes_Logo.jpg,2025-07-26,2025-07-29,"If you're looking for the idyllic peace found in the south of France, Les Déferlantes will not be on your wishlist. The multi-day festival may feature hip-hop and electronic, but wears its love of rock firmly throughout the lineup. There are two lifestyle campsites at this festival - sleepy for those that need quiet and groovy for those that want to party all night with the French. ",,Jardins du Lydia,Le Barcares, France,10,
Flamingo Republic 2025,https://www.musicfestivalwizard.com/festivals/flamingo-republic-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/10/Flamingo-Republic-Hero.jpg,2025-07-28,2025-07-31,"Be there when Zrce Beach becomes Flamingo Republic in 2022! Dive into a completely different world, as it has never existed before at Zrce Beach: totally colorful, totally crazy and the most exuberant, and funniest party atmosphere you have ever experienced!",,Zrce Beach,Novalja, Croatia,10,
Belladrum Tartan Heart Festival 2025,https://www.musicfestivalwizard.com/festivals/belladrum-tartan-heart-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/02/Belladrum_Tartan_Heart_Logo.jpg,2025-07-31,2025-08-02,"Head to the Scottish Highlands for a weekend of music and fun at the Tartan Heart Festival.  This three day camping festival features a wild range of music from national acts on the main stage to an amazing array of traditional talent on the Grassroots stage. There’s so much to do here besides the music like comedy, wrestling, poetry readings, movie sing-a-longs, art presentations, and whisky tastings.  ",,Belladrum Estate,Beauly, Scotland,10,
Beyond The Gates 2025,https://www.musicfestivalwizard.com/festivals/beyond-the-gates-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Vito-Valentinetti-Copenhell-2018-29.jpg,2025-07-30,2025-08-02,"It's metal. It's Scandinavia. It's 5 days of darkness in the heart of Bergen, Norway. ",,USF Verftet,Bergen, Norway,10,
Cincinnati Music Festival 2025,https://www.musicfestivalwizard.com/festivals/cincinnati-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/07/Cinc-Music-Festival-Hero.jpg,2025-07-31,2025-08-02,The Cincinnati Music Festival is an annual festival that supports and celebrates the collaborative art of local artists of color. ,,Paul Brown Stadium,Cincinnati,Ohio,10,OH
Colour Clash 2025,https://www.musicfestivalwizard.com/festivals/colour-clash-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/01/Colour-Clash-2025-Lineup-Poster.jpg,2025-08-02,2025-08-02,"Colour Clash is an annual music festival held in Newport, South Wales, known for its vibrant atmosphere and diverse lineup of artists spanning genres like house, garage, drum and bass, and hip-hop. The festival also features paint powder fights, adding to its colorful theme.",,Coronation Park,Newport, Wales,10,
County Line Country Fest 2025,https://www.musicfestivalwizard.com/festivals/county-line-country-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/County-Line-Country-Fest-Featured-Image.jpg,2025-07-31,2025-08-02,This 3 day country festival is jam-packed with music and fun-filled activities for the everyone. ,,Prairie du Chien Fest Grounds,Prairie du Chien,Wisconsin,10,WI
Everwild Festival 2025,https://www.musicfestivalwizard.com/festivals/everwild-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/01/Everwild-Hero.jpg,2025-07-31,2025-08-02,Tropidelic's official music festival is the coming together of like-minded festies at Legend Valley for a weekend of camping and fun. ,,Legend Valley,Thornville,Ohio,10,OH
Fengaros Festival 2025,https://www.musicfestivalwizard.com/festivals/fengaros-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Fengaros-Festival-Featured-Image.jpg,2025-07-31,2025-08-02,"Fengaros Festival has been a spearhead for festivals in the Eastern Mediterranean over 12 years. Its distinct combination of music from all genres and breathtaking scenery is a perfect recipe for the utmost festival experience. It runs for three days in the peak of the summer, across four stages.",,Fengaros Festival,Cyprus,Cyprus,10,
Let It Roll 2025,https://www.musicfestivalwizard.com/festivals/let-it-roll-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/08/Let_it_Roll_Logo_2018.jpg,2025-07-31,2025-08-02,"The world's largest drum and bass festival is a mandatory bucket list stop for fans of the genre. Appearing for the first time on the Czech dance scene in 2003, Let It Roll has become on the most successful festival in the country with diehards visiting from every corner of the globe. ",,Lake Most,Prague, Czech,10,
MAHA Festival 2025,https://www.musicfestivalwizard.com/festivals/maha-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/MAHA_Logo.jpg,2025-08-02,2025-08-02,"Showcasing emerging local artists and pulling in big national acts, Maha has grown steadily each year, reaching a sold out crowd in 2015. Basking in the late summer glow, the festival has drawn music fans from 46 states and counting. ",,Heartland of America Park ,Omaha,Nebraska,10,NE
O Days Festival 2025,https://www.musicfestivalwizard.com/festivals/o-days-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/O-Days-2025.png,2025-07-31,2025-08-02,"O Days will take place at the waterfront on Refshaleøen with a view of central Copenhagen. The festival has a curious and unifying music profile, offering an internationally influenced line-up, where you can experience some of tomorrow's stars as well as established favorites.",,Refshaleøen,Copenhagen, Denmark,10,
